#wavelength [nm]	Collimated Beam	wavelength [nm]	22 degree Cone Angle (+/-11 degree Cone Half Angle)		3 degree Cone Angle (+/-1.5 degree Cone Half Angle)
#Spectrum@IST : Series = 1, Group = 1Description = Created on 1/30/2019,2:39:53 PM		#Spectrum@IST : Series = 2, Group = 1Description = Created on 1/30/2019,2:39:53 PM		#Spectrum@IST : Series = 2, Group = 1Description = Created on 1/30/2019,2:40:38 PM	
#Angle of Incidence : 10.00		Angle of Incidence : 10.00		Angle of Incidence : 10.
#x	Tavs [s] 	x	TGaussAvg [p] 	x	TGaussAvg [p] 
654.396648	3.80E-10	654.396648	2.46E-02	654.396648	9.7E-10
654.4035491	3.80E-10	654.4035491	2.49E-02	654.4035491	9.9E-10
654.4104502	3.90E-10	654.4104502	2.52E-02	654.4104502	1.01E-09
654.4173513	4.00E-10	654.4173513	2.56E-02	654.4173513	1.04E-09
654.4242524	4.00E-10	654.4242524	2.59E-02	654.4242524	1.06E-09
654.4311535	4.10E-10	654.4311535	2.62E-02	654.4311535	1.09E-09
654.4380546	4.20E-10	654.4380546	2.66E-02	654.4380546	1.11E-09
654.4449556	4.30E-10	654.4449556	2.68E-02	654.4449556	1.14E-09
654.4518567	4.40E-10	654.4518567	2.70E-02	654.4518567	1.17E-09
654.4587578	4.50E-10	654.4587578	2.72E-02	654.4587578	1.2E-09
654.4656589	4.50E-10	654.4656589	2.72E-02	654.4656589	1.22E-09
654.47256	4.60E-10	654.47256	2.70E-02	654.47256	1.25E-09
654.4794611	4.70E-10	654.4794611	2.68E-02	654.4794611	1.28E-09
654.4863621	4.80E-10	654.4863621	2.64E-02	654.4863621	1.32E-09
654.4932632	4.90E-10	654.4932632	2.60E-02	654.4932632	1.35E-09
654.5001643	5.00E-10	654.5001643	2.56E-02	654.5001643	1.38E-09
654.5070654	5.10E-10	654.5070654	2.52E-02	654.5070654	1.42E-09
654.5139665	5.20E-10	654.5139665	2.48E-02	654.5139665	1.45E-09
654.5208676	5.30E-10	654.5208676	2.46E-02	654.5208676	1.49E-09
654.5277686	5.40E-10	654.5277686	2.44E-02	654.5277686	1.52E-09
654.5346697	5.50E-10	654.5346697	2.44E-02	654.5346697	1.56E-09
654.5415708	5.60E-10	654.5415708	2.44E-02	654.5415708	1.6E-09
654.5484719	5.80E-10	654.5484719	2.46E-02	654.5484719	1.64E-09
654.555373	5.90E-10	654.555373	2.48E-02	654.555373	1.68E-09
654.5622741	6.00E-10	654.5622741	2.51E-02	654.5622741	1.73E-09
654.5691752	6.10E-10	654.5691752	2.54E-02	654.5691752	1.77E-09
654.5760762	6.20E-10	654.5760762	2.57E-02	654.5760762	1.82E-09
654.5829773	6.40E-10	654.5829773	2.61E-02	654.5829773	1.86E-09
654.5898784	6.50E-10	654.5898784	2.65E-02	654.5898784	1.91E-09
654.5967795	6.60E-10	654.5967795	2.68E-02	654.5967795	1.96E-09
654.6036806	6.80E-10	654.6036806	2.71E-02	654.6036806	2.01E-09
654.6105817	6.90E-10	654.6105817	2.74E-02	654.6105817	2.06E-09
654.6174827	7.00E-10	654.6174827	2.75E-02	654.6174827	2.12E-09
654.6243838	7.20E-10	654.6243838	2.76E-02	654.6243838	2.17E-09
654.6312849	7.30E-10	654.6312849	2.75E-02	654.6312849	2.23E-09
654.638186	7.50E-10	654.638186	2.73E-02	654.638186	2.29E-09
654.6450871	7.60E-10	654.6450871	2.69E-02	654.6450871	2.35E-09
654.6519882	7.80E-10	654.6519882	2.65E-02	654.6519882	2.41E-09
654.6588893	8.00E-10	654.6588893	2.60E-02	654.6588893	2.48E-09
654.6657903	8.10E-10	654.6657903	2.56E-02	654.6657903	2.54E-09
654.6726914	8.30E-10	654.6726914	2.53E-02	654.6726914	2.61E-09
654.6795925	8.50E-10	654.6795925	2.50E-02	654.6795925	2.68E-09
654.6864936	8.70E-10	654.6864936	2.48E-02	654.6864936	2.76E-09
654.6933947	8.80E-10	654.6933947	2.47E-02	654.6933947	2.83E-09
654.7002958	9.00E-10	654.7002958	2.48E-02	654.7002958	2.91E-09
654.7071968	9.20E-10	654.7071968	2.49E-02	654.7071968	2.99E-09
654.7140979	9.40E-10	654.7140979	2.51E-02	654.7140979	3.07E-09
654.720999	9.60E-10	654.720999	2.54E-02	654.720999	3.16E-09
654.7279001	9.80E-10	654.7279001	2.57E-02	654.7279001	3.24E-09
654.7348012	1.00E-09	654.7348012	2.61E-02	654.7348012	3.33E-09
654.7417023	1.02E-09	654.7417023	2.64E-02	654.7417023	3.43E-09
654.7486034	1.05E-09	654.7486034	2.68E-02	654.7486034	3.52E-09
654.7555044	1.07E-09	654.7555044	2.72E-02	654.7555044	3.62E-09
654.7624055	1.09E-09	654.7624055	2.75E-02	654.7624055	3.73E-09
654.7693066	1.12E-09	654.7693066	2.78E-02	654.7693066	3.83E-09
654.7762077	1.14E-09	654.7762077	2.79E-02	654.7762077	3.94E-09
654.7831088	1.17E-09	654.7831088	2.80E-02	654.7831088	4.06E-09
654.7900099	1.19E-09	654.7900099	2.79E-02	654.7900099	4.17E-09
654.7969109	1.22E-09	654.7969109	2.76E-02	654.7969109	4.29E-09
654.803812	1.25E-09	654.803812	2.73E-02	654.803812	4.42E-09
654.8107131	1.27E-09	654.8107131	2.68E-02	654.8107131	4.55E-09
654.8176142	1.30E-09	654.8176142	2.64E-02	654.8176142	4.68E-09
654.8245153	1.33E-09	654.8245153	2.60E-02	654.8245153	4.82E-09
654.8314164	1.36E-09	654.8314164	2.56E-02	654.8314164	4.96E-09
654.8383174	1.39E-09	654.8383174	2.53E-02	654.8383174	5.11E-09
654.8452185	1.42E-09	654.8452185	2.52E-02	654.8452185	5.26E-09
654.8521196	1.45E-09	654.8521196	2.51E-02	654.8521196	5.42E-09
654.8590207	1.49E-09	654.8590207	2.52E-02	654.8590207	5.58E-09
654.8659218	1.52E-09	654.8659218	2.53E-02	654.8659218	5.75E-09
654.8728229	1.56E-09	654.8728229	2.56E-02	654.8728229	5.92E-09
654.879724	1.59E-09	654.879724	2.59E-02	654.879724	6.1E-09
654.886625	1.63E-09	654.886625	2.62E-02	654.886625	6.29E-09
654.8935261	1.67E-09	654.8935261	2.66E-02	654.8935261	6.48E-09
654.9004272	1.70E-09	654.9004272	2.69E-02	654.9004272	6.68E-09
654.9073283	1.74E-09	654.9073283	2.73E-02	654.9073283	6.89E-09
654.9142294	1.78E-09	654.9142294	2.77E-02	654.9142294	7.1E-09
654.9211305	1.82E-09	654.9211305	2.80E-02	654.9211305	7.32E-09
654.9280315	1.87E-09	654.9280315	2.82E-02	654.9280315	7.55E-09
654.9349326	1.91E-09	654.9349326	2.84E-02	654.9349326	7.79E-09
654.9418337	1.96E-09	654.9418337	2.83E-02	654.9418337	8.04E-09
654.9487348	2.00E-09	654.9487348	2.82E-02	654.9487348	8.29E-09
654.9556359	2.05E-09	654.9556359	2.79E-02	654.9556359	8.56E-09
654.962537	2.10E-09	654.962537	2.75E-02	654.962537	8.83E-09
654.9694381	2.15E-09	654.9694381	2.70E-02	654.9694381	9.12E-09
654.9763391	2.20E-09	654.9763391	2.66E-02	654.9763391	9.41E-09
654.9832402	2.25E-09	654.9832402	2.62E-02	654.9832402	9.72E-09
654.9901413	2.30E-09	654.9901413	2.59E-02	654.9901413	1.003E-08
654.9970424	2.36E-09	654.9970424	2.57E-02	654.9970424	1.036E-08
655.0039435	2.42E-09	655.0039435	2.56E-02	655.0039435	1.071E-08
655.0108446	2.48E-09	655.0108446	2.56E-02	655.0108446	1.106E-08
655.0177456	2.54E-09	655.0177456	2.57E-02	655.0177456	1.143E-08
655.0246467	2.60E-09	655.0246467	2.59E-02	655.0246467	1.181E-08
655.0315478	2.66E-09	655.0315478	2.61E-02	655.0315478	1.221E-08
655.0384489	2.73E-09	655.0384489	2.65E-02	655.0384489	1.262E-08
655.04535	2.79E-09	655.04535	2.68E-02	655.04535	1.305E-08
655.0522511	2.86E-09	655.0522511	2.72E-02	655.0522511	1.349E-08
655.0591522	2.93E-09	655.0591522	2.76E-02	655.0591522	1.395E-08
655.0660532	3.00E-09	655.0660532	2.80E-02	655.0660532	1.443E-08
655.0729543	3.08E-09	655.0729543	2.83E-02	655.0729543	1.493E-08
655.0798554	3.16E-09	655.0798554	2.86E-02	655.0798554	1.545E-08
655.0867565	3.23E-09	655.0867565	2.87E-02	655.0867565	1.599E-08
655.0936576	3.31E-09	655.0936576	2.87E-02	655.0936576	1.655E-08
655.1005587	3.40E-09	655.1005587	2.86E-02	655.1005587	1.714E-08
655.1074597	3.48E-09	655.1074597	2.83E-02	655.1074597	1.774E-08
655.1143608	3.57E-09	655.1143608	2.80E-02	655.1143608	1.838E-08
655.1212619	3.66E-09	655.1212619	2.76E-02	655.1212619	1.904E-08
655.128163	3.76E-09	655.128163	2.71E-02	655.128163	1.972E-08
655.1350641	3.85E-09	655.1350641	2.67E-02	655.1350641	2.043E-08
655.1419652	3.95E-09	655.1419652	2.64E-02	655.1419652	2.118E-08
655.1488663	4.05E-09	655.1488663	2.62E-02	655.1488663	2.195E-08
655.1557673	4.16E-09	655.1557673	2.60E-02	655.1557673	2.276E-08
655.1626684	4.26E-09	655.1626684	2.60E-02	655.1626684	2.36E-08
655.1695695	4.38E-09	655.1695695	2.61E-02	655.1695695	2.447E-08
655.1764706	4.49E-09	655.1764706	2.63E-02	655.1764706	2.539E-08
655.1833717	4.61E-09	655.1833717	2.65E-02	655.1833717	2.634E-08
655.1902728	4.73E-09	655.1902728	2.69E-02	655.1902728	2.733E-08
655.1971738	4.85E-09	655.1971738	2.72E-02	655.1971738	2.837E-08
655.2040749	4.98E-09	655.2040749	2.76E-02	655.2040749	2.945E-08
655.210976	5.11E-09	655.210976	2.80E-02	655.210976	3.058E-08
655.2178771	5.25E-09	655.2178771	2.84E-02	655.2178771	3.176E-08
655.2247782	5.39E-09	655.2247782	2.87E-02	655.2247782	3.299E-08
655.2316793	5.53E-09	655.2316793	2.89E-02	655.2316793	3.428E-08
655.2385803	5.68E-09	655.2385803	2.91E-02	655.2385803	3.562E-08
655.2454814	5.83E-09	655.2454814	2.91E-02	655.2454814	3.703E-08
655.2523825	5.99E-09	655.2523825	2.89E-02	655.2523825	3.85E-08
655.2592836	6.15E-09	655.2592836	2.87E-02	655.2592836	4.003E-08
655.2661847	6.32E-09	655.2661847	2.83E-02	655.2661847	4.164E-08
655.2730858	6.49E-09	655.2730858	2.79E-02	655.2730858	4.331E-08
655.2799869	6.67E-09	655.2799869	2.75E-02	655.2799869	4.507E-08
655.2868879	6.85E-09	655.2868879	2.71E-02	655.2868879	4.691E-08
655.293789	7.04E-09	655.293789	2.68E-02	655.293789	4.883E-08
655.3006901	7.24E-09	655.3006901	2.66E-02	655.3006901	5.085E-08
655.3075912	7.44E-09	655.3075912	2.65E-02	655.3075912	5.296E-08
655.3144923	7.64E-09	655.3144923	2.65E-02	655.3144923	5.517E-08
655.3213934	7.86E-09	655.3213934	2.66E-02	655.3213934	5.749E-08
655.3282944	8.08E-09	655.3282944	2.68E-02	655.3282944	5.992E-08
655.3351955	8.31E-09	655.3351955	2.71E-02	655.3351955	6.247E-08
655.3420966	8.54E-09	655.3420966	2.74E-02	655.3420966	6.514E-08
655.3489977	8.78E-09	655.3489977	2.78E-02	655.3489977	6.794E-08
655.3558988	9.03E-09	655.3558988	2.82E-02	655.3558988	7.088E-08
655.3627999	9.29E-09	655.3627999	2.85E-02	655.3627999	7.397E-08
655.369701	9.56E-09	655.369701	2.89E-02	655.369701	7.722E-08
655.376602	9.83E-09	655.376602	2.92E-02	655.376602	8.062E-08
655.3835031	1.01E-08	655.3835031	2.94E-02	655.3835031	8.42E-08
655.3904042	1.04E-08	655.3904042	2.94E-02	655.3904042	8.796E-08
655.3973053	1.07E-08	655.3973053	2.94E-02	655.3973053	9.192E-08
655.4042064	1.10E-08	655.4042064	2.92E-02	655.4042064	9.608E-08
655.4111075	1.13E-08	655.4111075	2.89E-02	655.4111075	1.0046E-07
655.4180085	1.17E-08	655.4180085	2.86E-02	655.4180085	1.0506E-07
655.4249096	1.20E-08	655.4249096	2.82E-02	655.4249096	1.0991E-07
655.4318107	1.24E-08	655.4318107	2.78E-02	655.4318107	1.1502E-07
655.4387118	1.28E-08	655.4387118	2.75E-02	655.4387118	1.204E-07
655.4456129	1.31E-08	655.4456129	2.72E-02	655.4456129	1.2606E-07
655.452514	1.35E-08	655.452514	2.71E-02	655.452514	1.3204E-07
655.4594151	1.39E-08	655.4594151	2.70E-02	655.4594151	1.3834E-07
655.4663161	1.43E-08	655.4663161	2.71E-02	655.4663161	1.4499E-07
655.4732172	1.48E-08	655.4732172	2.72E-02	655.4732172	0.000000152
655.4801183	1.52E-08	655.4801183	2.75E-02	655.4801183	1.5941E-07
655.4870194	1.57E-08	655.4870194	2.78E-02	655.4870194	1.6723E-07
655.4939205	1.62E-08	655.4939205	2.81E-02	655.4939205	1.7549E-07
655.5008216	1.67E-08	655.5008216	2.85E-02	655.5008216	1.8422E-07
655.5077226	1.72E-08	655.5077226	2.88E-02	655.5077226	1.9345E-07
655.5146237	1.77E-08	655.5146237	2.92E-02	655.5146237	2.0321E-07
655.5215248	1.83E-08	655.5215248	2.95E-02	655.5215248	2.1355E-07
655.5284259	1.88E-08	655.5284259	2.96E-02	655.5284259	2.2448E-07
655.535327	1.94E-08	655.535327	2.97E-02	655.535327	2.3606E-07
655.5422281	2.00E-08	655.5422281	2.97E-02	655.5422281	2.4833E-07
655.5491291	2.07E-08	655.5491291	2.96E-02	655.5491291	2.6133E-07
655.5560302	2.13E-08	655.5560302	2.94E-02	655.5560302	2.7512E-07
655.5629313	2.20E-08	655.5629313	2.91E-02	655.5629313	2.8974E-07
655.5698324	2.27E-08	655.5698324	2.88E-02	655.5698324	3.0526E-07
655.5767335	2.34E-08	655.5767335	2.84E-02	655.5767335	3.2174E-07
655.5836346	2.42E-08	655.5836346	2.81E-02	655.5836346	3.3924E-07
655.5905357	2.50E-08	655.5905357	2.78E-02	655.5905357	3.5784E-07
655.5974367	2.58E-08	655.5974367	2.77E-02	655.5974367	3.7761E-07
655.6043378	2.66E-08	655.6043378	2.76E-02	655.6043378	3.9864E-07
655.6112389	2.75E-08	655.6112389	2.76E-02	655.6112389	4.2102E-07
655.61814	2.84E-08	655.61814	2.78E-02	655.61814	4.4485E-07
655.6250411	2.93E-08	655.6250411	2.80E-02	655.6250411	4.7023E-07
655.6319422	3.03E-08	655.6319422	2.83E-02	655.6319422	4.9728E-07
655.6388432	3.13E-08	655.6388432	2.86E-02	655.6388432	5.2613E-07
655.6457443	3.24E-08	655.6457443	2.89E-02	655.6457443	5.569E-07
655.6526454	3.35E-08	655.6526454	2.93E-02	655.6526454	5.8975E-07
655.6595465	3.46E-08	655.6595465	2.96E-02	655.6595465	6.2483E-07
655.6664476	3.58E-08	655.6664476	2.98E-02	655.6664476	6.6232E-07
655.6733487	3.70E-08	655.6733487	3.00E-02	655.6733487	7.024E-07
655.6802498	3.82E-08	655.6802498	3.01E-02	655.6802498	7.4528E-07
655.6871508	3.95E-08	655.6871508	3.01E-02	655.6871508	7.9117E-07
655.6940519	4.09E-08	655.6940519	3.00E-02	655.6940519	8.4033E-07
655.700953	4.23E-08	655.700953	2.98E-02	655.700953	8.9301E-07
655.7078541	4.38E-08	655.7078541	2.95E-02	655.7078541	9.495E-07
655.7147552	4.53E-08	655.7147552	2.92E-02	655.7147552	1.01011E-06
655.7216563	4.69E-08	655.7216563	2.89E-02	655.7216563	1.07519E-06
655.7285573	4.86E-08	655.7285573	2.86E-02	655.7285573	1.14511E-06
655.7354584	5.03E-08	655.7354584	2.84E-02	655.7354584	1.22027E-06
655.7423595	5.21E-08	655.7423595	2.83E-02	655.7423595	1.30113E-06
655.7492606	5.39E-08	655.7492606	2.82E-02	655.7492606	1.38817E-06
655.7561617	5.58E-08	655.7561617	2.83E-02	655.7561617	1.48193E-06
655.7630628	5.79E-08	655.7630628	2.84E-02	655.7630628	0.000001583
655.7699639	5.99E-08	655.7699639	2.86E-02	655.7699639	1.69204E-06
655.7768649	6.21E-08	655.7768649	2.89E-02	655.7768649	1.80975E-06
655.783766	6.44E-08	655.783766	2.92E-02	655.783766	1.93691E-06
655.7906671	6.67E-08	655.7906671	2.95E-02	655.7906671	2.0744E-06
655.7975682	6.92E-08	655.7975682	2.98E-02	655.7975682	2.22316E-06
655.8044693	7.18E-08	655.8044693	3.00E-02	655.8044693	2.38425E-06
655.8113704	7.44E-08	655.8113704	3.02E-02	655.8113704	2.55882E-06
655.8182714	7.72E-08	655.8182714	3.04E-02	655.8182714	2.74817E-06
655.8251725	8.01E-08	655.8251725	3.04E-02	655.8251725	2.95371E-06
655.8320736	8.31E-08	655.8320736	3.04E-02	655.8320736	3.17702E-06
655.8389747	8.63E-08	655.8389747	3.03E-02	655.8389747	3.41985E-06
655.8458758	8.95E-08	655.8458758	3.01E-02	655.8458758	3.68414E-06
655.8527769	9.30E-08	655.8527769	2.99E-02	655.8527769	3.97205E-06
655.8596779	9.65E-08	655.8596779	2.96E-02	655.8596779	4.28599E-06
655.866579	1.00E-07	655.866579	2.93E-02	655.866579	4.62863E-06
655.8734801	1.04E-07	655.8734801	2.91E-02	655.8734801	5.00296E-06
655.8803812	1.08E-07	655.8803812	2.90E-02	655.8803812	5.41232E-06
655.8872823	1.12E-07	655.8872823	2.89E-02	655.8872823	5.86044E-06
655.8941834	1.17E-07	655.8941834	2.89E-02	655.8941834	6.35152E-06
655.9010845	1.21E-07	655.9010845	2.89E-02	655.9010845	6.89023E-06
655.9079855	1.26E-07	655.9079855	2.91E-02	655.9079855	7.48185E-06
655.9148866	1.31E-07	655.9148866	2.93E-02	655.9148866	8.1323E-06
655.9217877	1.37E-07	655.9217877	2.96E-02	655.9217877	8.84825E-06
655.9286888	1.42E-07	655.9286888	2.98E-02	655.9286888	9.63722E-06
655.9355899	1.48E-07	655.9355899	3.01E-02	655.9355899	1.05077E-05
655.942491	1.54E-07	655.942491	3.03E-02	655.942491	1.14693E-05
655.949392	1.60E-07	655.949392	3.05E-02	655.949392	1.2533E-05
655.9562931	1.67E-07	655.9562931	3.07E-02	655.9562931	1.37109E-05
655.9631942	1.74E-07	655.9631942	3.07E-02	655.9631942	1.50173E-05
655.9700953	1.81E-07	655.9700953	3.08E-02	655.9700953	1.6468E-05
655.9769964	1.88E-07	655.9769964	3.07E-02	655.9769964	1.80814E-05
655.9838975	1.96E-07	655.9838975	3.06E-02	655.9838975	1.98781E-05
655.9907986	2.05E-07	655.9907986	3.04E-02	655.9907986	2.1882E-05
655.9976996	2.13E-07	655.9976996	3.02E-02	655.9976996	2.41204E-05
656.0046007	2.22E-07	656.0046007	3.00E-02	656.0046007	2.66247E-05
656.0115018	2.32E-07	656.0115018	2.98E-02	656.0115018	2.9431E-05
656.0184029	2.42E-07	656.0184029	2.97E-02	656.0184029	3.25808E-05
656.025304	2.52E-07	656.025304	2.96E-02	656.025304	3.61223E-05
656.0322051	2.63E-07	656.0322051	2.95E-02	656.0322051	4.01112E-05
656.0391061	2.75E-07	656.0391061	2.96E-02	656.0391061	4.46121E-05
656.0460072	2.87E-07	656.0460072	2.97E-02	656.0460072	4.97003E-05
656.0529083	3.00E-07	656.0529083	2.99E-02	656.0529083	5.54632E-05
656.0598094	3.13E-07	656.0598094	3.01E-02	656.0598094	6.20034E-05
656.0667105	3.27E-07	656.0667105	3.03E-02	656.0667105	6.94409E-05
656.0736116	3.42E-07	656.0736116	3.05E-02	656.0736116	7.79166E-05
656.0805127	3.58E-07	656.0805127	3.07E-02	656.0805127	8.75962E-05
656.0874137	3.74E-07	656.0874137	3.09E-02	656.0874137	9.86756E-05
656.0943148	3.91E-07	656.0943148	3.10E-02	656.0943148	0.000111386
656.1012159	4.09E-07	656.1012159	3.11E-02	656.1012159	0.000126004
656.108117	4.28E-07	656.108117	3.11E-02	656.108117	0.000142855
656.1150181	4.48E-07	656.1150181	3.11E-02	656.1150181	0.00016233
656.1219192	4.69E-07	656.1219192	3.11E-02	656.1219192	0.000184896
656.1288202	4.91E-07	656.1288202	3.09E-02	656.1288202	0.000211116
656.1357213	5.14E-07	656.1357213	3.08E-02	656.1357213	0.000241662
656.1426224	5.39E-07	656.1426224	3.06E-02	656.1426224	0.000277353
656.1495235	5.65E-07	656.1495235	3.05E-02	656.1495235	0.000319173
656.1564246	5.92E-07	656.1564246	3.03E-02	656.1564246	0.000368323
656.1633257	6.21E-07	656.1633257	3.03E-02	656.1633257	0.000426262
656.1702267	6.51E-07	656.1702267	3.02E-02	656.1702267	0.000494772
656.1771278	6.84E-07	656.1771278	3.03E-02	656.1771278	0.000576032
656.1840289	7.17E-07	656.1840289	3.04E-02	656.1840289	0.000672715
656.19093	7.53E-07	656.19093	3.05E-02	656.19093	0.000788102
656.1978311	7.91E-07	656.1978311	3.07E-02	656.1978311	0.000926223
656.2047322	8.31E-07	656.2047322	3.08E-02	656.2047322	0.001092031
656.2116333	8.73E-07	656.2116333	3.10E-02	656.2116333	0.001291606
656.2185343	9.18E-07	656.2185343	3.11E-02	656.2185343	0.001532384
656.2254354	9.65E-07	656.2254354	3.13E-02	656.2254354	0.00182343
656.2323365	1.01E-06	656.2323365	3.14E-02	656.2323365	0.002175703
656.2392376	1.07E-06	656.2392376	3.15E-02	656.2392376	0.002602323
656.2461387	1.12E-06	656.2461387	3.15E-02	656.2461387	0.003118762
656.2530398	1.18E-06	656.2530398	3.16E-02	656.2530398	0.003742908
656.2599408	1.25E-06	656.2599408	3.15E-02	656.2599408	0.004494906
656.2668419	1.31E-06	656.2668419	3.15E-02	656.2668419	0.005396668
656.273743	1.38E-06	656.273743	3.14E-02	656.273743	0.006471008
656.2806441	1.46E-06	656.2806441	3.13E-02	656.2806441	0.00774039
656.2875452	1.54E-06	656.2875452	3.11E-02	656.2875452	0.009225436
656.2944463	1.62E-06	656.2944463	3.10E-02	656.2944463	0.010943407
656.3013474	1.71E-06	656.3013474	3.10E-02	656.3013474	0.012906932
656.3082484	1.81E-06	656.3082484	3.10E-02	656.3082484	0.015123061
656.3151495	1.91E-06	656.3151495	3.10E-02	656.3151495	0.017592577
656.3220506	2.02E-06	656.3220506	3.11E-02	656.3220506	0.020309417
656.3289517	2.13E-06	656.3289517	3.12E-02	656.3289517	0.023260244
656.3358528	2.25E-06	656.3358528	3.13E-02	656.3358528	0.026424573
656.3427539	2.38E-06	656.3427539	3.14E-02	656.3427539	0.029775914
656.3496549	2.52E-06	656.3496549	3.15E-02	656.3496549	0.033284042
656.356556	2.67E-06	656.356556	3.16E-02	656.356556	0.03691791
656.3634571	2.83E-06	656.3634571	3.17E-02	656.3634571	0.040648407
656.3703582	3.00E-06	656.3703582	3.19E-02	656.3703582	0.044450308
656.3772593	3.18E-06	656.3772593	3.20E-02	656.3772593	0.04830319
656.3841604	3.37E-06	656.3841604	3.20E-02	656.3841604	0.052191463
656.3910615	3.57E-06	656.3910615	3.21E-02	656.3910615	0.056103834
656.3979625	3.79E-06	656.3979625	3.21E-02	656.3979625	0.060032507
656.4048636	4.03E-06	656.4048636	3.21E-02	656.4048636	0.063972361
656.4117647	4.28E-06	656.4117647	3.20E-02	656.4117647	0.067920195
656.4186658	4.54E-06	656.4186658	3.19E-02	656.4186658	0.071874134
656.4255669	4.83E-06	656.4255669	3.18E-02	656.4255669	0.075833159
656.432468	5.14E-06	656.432468	3.17E-02	656.432468	0.079796784
656.439369	5.47E-06	656.439369	3.17E-02	656.439369	0.083764824
656.4462701	5.82E-06	656.4462701	3.17E-02	656.4462701	0.087737252
656.4531712	6.20E-06	656.4531712	3.17E-02	656.4531712	0.091714111
656.4600723	6.61E-06	656.4600723	3.17E-02	656.4600723	0.095695465
656.4669734	7.05E-06	656.4669734	3.18E-02	656.4669734	0.099681377
656.4738745	7.52E-06	656.4738745	3.18E-02	656.4738745	0.103671899
656.4807756	8.03E-06	656.4807756	3.19E-02	656.4807756	0.107667069
656.4876766	8.58E-06	656.4876766	3.20E-02	656.4876766	0.11166691
656.4945777	9.17E-06	656.4945777	3.21E-02	656.4945777	0.115671426
656.5014788	9.80E-06	656.5014788	3.23E-02	656.5014788	0.1196806
656.5083799	1.05E-05	656.5083799	3.24E-02	656.5083799	0.123694385
656.515281	1.12E-05	656.515281	3.26E-02	656.515281	0.127712703
656.5221821	1.20E-05	656.5221821	3.27E-02	656.5221821	0.131735443
656.5290831	1.29E-05	656.5290831	3.28E-02	656.5290831	0.135762462
656.5359842	1.38E-05	656.5359842	3.28E-02	656.5359842	0.139793599
656.5428853	1.48E-05	656.5428853	3.27E-02	656.5428853	0.14382869
656.5497864	1.59E-05	656.5497864	3.27E-02	656.5497864	0.147867594
656.5566875	1.71E-05	656.5566875	3.26E-02	656.5566875	0.151910226
656.5635886	1.84E-05	656.5635886	3.25E-02	656.5635886	0.155956582
656.5704896	1.98E-05	656.5704896	3.24E-02	656.5704896	0.160006764
656.5773907	2.13E-05	656.5773907	3.24E-02	656.5773907	0.16406098
656.5842918	2.29E-05	656.5842918	3.23E-02	656.5842918	0.168119519
656.5911929	2.47E-05	656.5911929	3.23E-02	656.5911929	0.172182669
656.598094	2.67E-05	656.598094	3.23E-02	656.598094	0.176250558
656.6049951	2.88E-05	656.6049951	3.23E-02	656.6049951	0.180322899
656.6118962	3.11E-05	656.6118962	3.24E-02	656.6118962	0.184398593
656.6187972	3.37E-05	656.6187972	3.25E-02	656.6187972	0.188475158
656.6256983	3.64E-05	656.6256983	3.27E-02	656.6256983	0.192547959
656.6325994	3.94E-05	656.6325994	3.28E-02	656.6325994	0.196609206
656.6395005	4.27E-05	656.6395005	3.30E-02	656.6395005	0.200646778
656.6464016	4.64E-05	656.6464016	3.32E-02	656.6464016	0.204642956
656.6533027	5.03E-05	656.6533027	3.34E-02	656.6533027	0.208573362
656.6602037	5.47E-05	656.6602037	3.35E-02	656.6602037	0.2124065
656.6671048	5.95E-05	656.6671048	3.35E-02	656.6671048	0.216104489
656.6740059	6.47E-05	656.6740059	3.35E-02	656.6740059	0.219625471
656.680907	7.05E-05	656.680907	3.34E-02	656.680907	0.222927766
656.6878081	7.69E-05	656.6878081	3.33E-02	656.6878081	0.225975085
656.6947092	8.39E-05	656.6947092	3.32E-02	656.6947092	0.228741427
656.7016103	9.17E-05	656.7016103	3.31E-02	656.7016103	0.231214205
656.7085113	1.00E-04	656.7085113	3.30E-02	656.7085113	0.233394839
656.7154124	1.10E-04	656.7154124	3.29E-02	656.7154124	0.235297014
656.7223135	1.20E-04	656.7223135	3.28E-02	656.7223135	0.236943465
656.7292146	1.32E-04	656.7292146	3.28E-02	656.7292146	0.238362305
656.7361157	1.45E-04	656.7361157	3.28E-02	656.7361157	0.239583683
656.7430168	1.59E-04	656.7430168	3.29E-02	656.7430168	0.240637217
656.7499178	1.75E-04	656.7499178	3.31E-02	656.7499178	0.24155032
656.7568189	1.93E-04	656.7568189	3.33E-02	656.7568189	0.242347304
656.76372	2.13E-04	656.76372	3.36E-02	656.76372	0.243049081
656.7706211	2.36E-04	656.7706211	3.38E-02	656.7706211	0.243673248
656.7775222	2.61E-04	656.7775222	3.40E-02	656.7775222	0.24423438
656.7844233	2.89E-04	656.7844233	3.42E-02	656.7844233	0.244744417
656.7913244	3.20E-04	656.7913244	3.43E-02	656.7913244	0.245213075
656.7982254	3.56E-04	656.7982254	3.43E-02	656.7982254	0.24564822
656.8051265	3.95E-04	656.8051265	3.43E-02	656.8051265	0.246056211
656.8120276	4.40E-04	656.8120276	3.41E-02	656.8120276	0.246442179
656.8189287	4.91E-04	656.8189287	3.40E-02	656.8189287	0.246810272
656.8258298	5.49E-04	656.8258298	3.38E-02	656.8258298	0.247163842
656.8327309	6.14E-04	656.8327309	3.36E-02	656.8327309	0.247505606
