#wavelength [nm],"Tavg, 0.0 deg AOI"
499.6,6.08E-11
499.61,6.14E-11
499.62,6.20E-11
499.63,6.26E-11
499.64,6.33E-11
499.65,6.39E-11
499.66,6.46E-11
499.67,6.52E-11
499.68,6.59E-11
499.69,6.66E-11
499.7,6.73E-11
499.71,6.80E-11
499.72,6.87E-11
499.73,6.94E-11
499.74,7.01E-11
499.75,7.08E-11
499.76,7.15E-11
499.77,7.23E-11
499.78,7.30E-11
499.79,7.38E-11
499.8,7.46E-11
499.81,7.53E-11
499.82,7.61E-11
499.83,7.69E-11
499.84,7.77E-11
499.85,7.86E-11
499.86,7.94E-11
499.87,8.02E-11
499.88,8.11E-11
499.89,8.19E-11
499.9,8.28E-11
499.91,8.37E-11
499.92,8.46E-11
499.93,8.55E-11
499.94,8.64E-11
499.95,8.73E-11
499.96,8.82E-11
499.97,8.92E-11
499.98,9.01E-11
499.99,9.11E-11
500,9.21E-11
500.01,9.31E-11
500.02,9.41E-11
500.03,9.51E-11
500.04,9.61E-11
500.05,9.71E-11
500.06,9.82E-11
500.07,9.92E-11
500.08,1.00E-10
500.09,1.01E-10
500.1,1.02E-10
500.11,1.04E-10
500.12,1.05E-10
500.13,1.06E-10
500.14,1.07E-10
500.15,1.08E-10
500.16,1.09E-10
500.17,1.11E-10
500.18,1.12E-10
500.19,1.13E-10
500.2,1.14E-10
500.21,1.15E-10
500.22,1.17E-10
500.23,1.18E-10
500.24,1.19E-10
500.25,1.21E-10
500.26,1.22E-10
500.27,1.23E-10
500.28,1.25E-10
500.29,1.26E-10
500.3,1.28E-10
500.31,1.29E-10
500.32,1.30E-10
500.33,1.32E-10
500.34,1.33E-10
500.35,1.35E-10
500.36,1.36E-10
500.37,1.38E-10
500.38,1.39E-10
500.39,1.41E-10
500.4,1.43E-10
500.41,1.44E-10
500.42,1.46E-10
500.43,1.48E-10
500.44,1.49E-10
500.45,1.51E-10
500.46,1.53E-10
500.47,1.55E-10
500.48,1.56E-10
500.49,1.58E-10
500.5,1.60E-10
500.51,1.62E-10
500.52,1.64E-10
500.53,1.66E-10
500.54,1.67E-10
500.55,1.69E-10
500.56,1.71E-10
500.57,1.73E-10
500.58,1.75E-10
500.59,1.78E-10
500.6,1.80E-10
500.61,1.82E-10
500.62,1.84E-10
500.63,1.86E-10
500.64,1.88E-10
500.65,1.90E-10
500.66,1.93E-10
500.67,1.95E-10
500.68,1.97E-10
500.69,2.00E-10
500.7,2.02E-10
500.71,2.05E-10
500.72,2.07E-10
500.73,2.10E-10
500.74,2.12E-10
500.75,2.15E-10
500.76,2.17E-10
500.77,2.20E-10
500.78,2.23E-10
500.79,2.25E-10
500.8,2.28E-10
500.81,2.31E-10
500.82,2.34E-10
500.83,2.36E-10
500.84,2.39E-10
500.85,2.42E-10
500.86,2.45E-10
500.87,2.48E-10
500.88,2.51E-10
500.89,2.54E-10
500.9,2.58E-10
500.91,2.61E-10
500.92,2.64E-10
500.93,2.67E-10
500.94,2.71E-10
500.95,2.74E-10
500.96,2.78E-10
500.97,2.81E-10
500.98,2.85E-10
500.99,2.88E-10
501,2.92E-10
501.01,2.96E-10
501.02,2.99E-10
501.03,3.03E-10
501.04,3.07E-10
501.05,3.11E-10
501.06,3.15E-10
501.07,3.19E-10
501.08,3.23E-10
501.09,3.27E-10
501.1,3.31E-10
501.11,3.36E-10
501.12,3.40E-10
501.13,3.44E-10
501.14,3.49E-10
501.15,3.53E-10
501.16,3.58E-10
501.17,3.63E-10
501.18,3.67E-10
501.19,3.72E-10
501.2,3.77E-10
501.21,3.82E-10
501.22,3.87E-10
501.23,3.92E-10
501.24,3.97E-10
501.25,4.03E-10
501.26,4.08E-10
501.27,4.13E-10
501.28,4.19E-10
501.29,4.24E-10
501.3,4.30E-10
501.31,4.36E-10
501.32,4.42E-10
501.33,4.48E-10
501.34,4.54E-10
501.35,4.60E-10
501.36,4.66E-10
501.37,4.72E-10
501.38,4.79E-10
501.39,4.85E-10
501.4,4.92E-10
501.41,4.99E-10
501.42,5.06E-10
501.43,5.12E-10
501.44,5.20E-10
501.45,5.27E-10
501.46,5.34E-10
501.47,5.41E-10
501.48,5.49E-10
501.49,5.56E-10
501.5,5.64E-10
501.51,5.72E-10
501.52,5.80E-10
501.53,5.88E-10
501.54,5.96E-10
501.55,6.05E-10
501.56,6.13E-10
501.57,6.22E-10
501.58,6.31E-10
501.59,6.40E-10
501.6,6.49E-10
501.61,6.58E-10
501.62,6.67E-10
501.63,6.77E-10
501.64,6.86E-10
501.65,6.96E-10
501.66,7.06E-10
501.67,7.16E-10
501.68,7.27E-10
501.69,7.37E-10
501.7,7.48E-10
501.71,7.59E-10
501.72,7.70E-10
501.73,7.81E-10
501.74,7.92E-10
501.75,8.04E-10
501.76,8.16E-10
501.77,8.28E-10
501.78,8.40E-10
501.79,8.52E-10
501.8,8.65E-10
501.81,8.78E-10
501.82,8.91E-10
501.83,9.04E-10
501.84,9.17E-10
501.85,9.31E-10
501.86,9.45E-10
501.87,9.59E-10
501.88,9.73E-10
501.89,9.88E-10
501.9,1.00E-09
501.91,1.02E-09
501.92,1.03E-09
501.93,1.05E-09
501.94,1.07E-09
501.95,1.08E-09
501.96,1.10E-09
501.97,1.11E-09
501.98,1.13E-09
501.99,1.15E-09
502,1.17E-09
502.01,1.18E-09
502.02,1.20E-09
502.03,1.22E-09
502.04,1.24E-09
502.05,1.26E-09
502.06,1.28E-09
502.07,1.30E-09
502.08,1.32E-09
502.09,1.34E-09
502.1,1.36E-09
502.11,1.38E-09
502.12,1.41E-09
502.13,1.43E-09
502.14,1.45E-09
502.15,1.47E-09
502.16,1.50E-09
502.17,1.52E-09
502.18,1.54E-09
502.19,1.57E-09
502.2,1.59E-09
502.21,1.62E-09
502.22,1.65E-09
502.23,1.67E-09
502.24,1.70E-09
502.25,1.73E-09
502.26,1.76E-09
502.27,1.78E-09
502.28,1.81E-09
502.29,1.84E-09
502.3,1.87E-09
502.31,1.90E-09
502.32,1.94E-09
502.33,1.97E-09
502.34,2.00E-09
502.35,2.03E-09
502.36,2.07E-09
502.37,2.10E-09
502.38,2.14E-09
502.39,2.17E-09
502.4,2.21E-09
502.41,2.25E-09
502.42,2.29E-09
502.43,2.32E-09
502.44,2.36E-09
502.45,2.40E-09
502.46,2.44E-09
502.47,2.49E-09
502.48,2.53E-09
502.49,2.57E-09
502.5,2.62E-09
502.51,2.66E-09
502.52,2.71E-09
502.53,2.75E-09
502.54,2.80E-09
502.55,2.85E-09
502.56,2.90E-09
502.57,2.95E-09
502.58,3.00E-09
502.59,3.06E-09
502.6,3.11E-09
502.61,3.16E-09
502.62,3.22E-09
502.63,3.28E-09
502.64,3.34E-09
502.65,3.40E-09
502.66,3.46E-09
502.67,3.52E-09
502.68,3.58E-09
502.69,3.64E-09
502.7,3.71E-09
502.71,3.78E-09
502.72,3.85E-09
502.73,3.92E-09
502.74,3.99E-09
502.75,4.06E-09
502.76,4.13E-09
502.77,4.21E-09
502.78,4.29E-09
502.79,4.37E-09
502.8,4.45E-09
502.81,4.53E-09
502.82,4.61E-09
502.83,4.70E-09
502.84,4.79E-09
502.85,4.88E-09
502.86,4.97E-09
502.87,5.06E-09
502.88,5.16E-09
502.89,5.25E-09
502.9,5.35E-09
502.91,5.45E-09
502.92,5.56E-09
502.93,5.66E-09
502.94,5.77E-09
502.95,5.88E-09
502.96,6.00E-09
502.97,6.11E-09
502.98,6.23E-09
502.99,6.35E-09
503,6.47E-09
503.01,6.60E-09
503.02,6.73E-09
503.03,6.86E-09
503.04,7.00E-09
503.05,7.13E-09
503.06,7.27E-09
503.07,7.42E-09
503.08,7.56E-09
503.09,7.72E-09
503.1,7.87E-09
503.11,8.03E-09
503.12,8.19E-09
503.13,8.35E-09
503.14,8.52E-09
503.15,8.69E-09
503.16,8.87E-09
503.17,9.05E-09
503.18,9.23E-09
503.19,9.42E-09
503.2,9.61E-09
503.21,9.81E-09
503.22,1.00E-08
503.23,1.02E-08
503.24,1.04E-08
503.25,1.06E-08
503.26,1.09E-08
503.27,1.11E-08
503.28,1.13E-08
503.29,1.16E-08
503.3,1.18E-08
503.31,1.21E-08
503.32,1.23E-08
503.33,1.26E-08
503.34,1.28E-08
503.35,1.31E-08
503.36,1.34E-08
503.37,1.37E-08
503.38,1.40E-08
503.39,1.43E-08
503.4,1.46E-08
503.41,1.49E-08
503.42,1.52E-08
503.43,1.56E-08
503.44,1.59E-08
503.45,1.62E-08
503.46,1.66E-08
503.47,1.70E-08
503.48,1.73E-08
503.49,1.77E-08
503.5,1.81E-08
503.51,1.85E-08
503.52,1.89E-08
503.53,1.94E-08
503.54,1.98E-08
503.55,2.03E-08
503.56,2.07E-08
503.57,2.12E-08
503.58,2.17E-08
503.59,2.22E-08
503.6,2.27E-08
503.61,2.32E-08
503.62,2.37E-08
503.63,2.43E-08
503.64,2.48E-08
503.65,2.54E-08
503.66,2.60E-08
503.67,2.66E-08
503.68,2.72E-08
503.69,2.79E-08
503.7,2.85E-08
503.71,2.92E-08
503.72,2.99E-08
503.73,3.06E-08
503.74,3.13E-08
503.75,3.21E-08
503.76,3.29E-08
503.77,3.37E-08
503.78,3.45E-08
503.79,3.53E-08
503.8,3.62E-08
503.81,3.71E-08
503.82,3.80E-08
503.83,3.89E-08
503.84,3.99E-08
503.85,4.08E-08
503.86,4.19E-08
503.87,4.29E-08
503.88,4.40E-08
503.89,4.51E-08
503.9,4.62E-08
503.91,4.74E-08
503.92,4.86E-08
503.93,4.98E-08
503.94,5.11E-08
503.95,5.24E-08
503.96,5.37E-08
503.97,5.51E-08
503.98,5.65E-08
503.99,5.80E-08
504,5.95E-08
504.01,6.10E-08
504.02,6.26E-08
504.03,6.43E-08
504.04,6.60E-08
504.05,6.77E-08
504.06,6.95E-08
504.07,7.14E-08
504.08,7.33E-08
504.09,7.52E-08
504.1,7.72E-08
504.11,7.93E-08
504.12,8.15E-08
504.13,8.37E-08
504.14,8.60E-08
504.15,8.83E-08
504.16,9.07E-08
504.17,9.32E-08
504.18,9.58E-08
504.19,9.85E-08
504.2,1.01E-07
504.21,1.04E-07
504.22,1.07E-07
504.23,1.10E-07
504.24,1.13E-07
504.25,1.16E-07
504.26,1.20E-07
504.27,1.23E-07
504.28,1.26E-07
504.29,1.30E-07
504.3,1.34E-07
504.31,1.38E-07
504.32,1.42E-07
504.33,1.46E-07
504.34,1.50E-07
504.35,1.55E-07
504.36,1.59E-07
504.37,1.64E-07
504.38,1.69E-07
504.39,1.74E-07
504.4,1.79E-07
504.41,1.84E-07
504.42,1.90E-07
504.43,1.96E-07
504.44,2.02E-07
504.45,2.08E-07
504.46,2.14E-07
504.47,2.21E-07
504.48,2.28E-07
504.49,2.35E-07
504.5,2.42E-07
504.51,2.49E-07
504.52,2.57E-07
504.53,2.65E-07
504.54,2.74E-07
504.55,2.82E-07
504.56,2.91E-07
504.57,3.01E-07
504.58,3.10E-07
504.59,3.20E-07
504.6,3.31E-07
504.61,3.42E-07
504.62,3.53E-07
504.63,3.64E-07
504.64,3.76E-07
504.65,3.89E-07
504.66,4.02E-07
504.67,4.15E-07
504.68,4.29E-07
504.69,4.43E-07
504.7,4.58E-07
504.71,4.74E-07
504.72,4.90E-07
504.73,5.07E-07
504.74,5.24E-07
504.75,5.42E-07
504.76,5.61E-07
504.77,5.81E-07
504.78,6.01E-07
504.79,6.22E-07
504.8,6.44E-07
504.81,6.67E-07
504.82,6.91E-07
504.83,7.16E-07
504.84,7.41E-07
504.85,7.68E-07
504.86,7.96E-07
504.87,8.25E-07
504.88,8.55E-07
504.89,8.87E-07
504.9,9.19E-07
504.91,9.53E-07
504.92,9.89E-07
504.93,1.03E-06
504.94,1.06E-06
504.95,1.10E-06
504.96,1.15E-06
504.97,1.19E-06
504.98,1.24E-06
504.99,1.28E-06
505,1.33E-06
505.01,1.39E-06
505.02,1.44E-06
505.03,1.50E-06
505.04,1.56E-06
505.05,1.62E-06
505.06,1.68E-06
505.07,1.75E-06
505.08,1.82E-06
505.09,1.89E-06
505.1,1.97E-06
505.11,2.05E-06
505.12,2.14E-06
505.13,2.22E-06
505.14,2.32E-06
505.15,2.41E-06
505.16,2.52E-06
505.17,2.62E-06
505.18,2.73E-06
505.19,2.85E-06
505.2,2.97E-06
505.21,3.10E-06
505.22,3.23E-06
505.23,3.38E-06
505.24,3.52E-06
505.25,3.68E-06
505.26,3.84E-06
505.27,4.01E-06
505.28,4.19E-06
505.29,4.38E-06
505.3,4.58E-06
505.31,4.79E-06
505.32,5.01E-06
505.33,5.24E-06
505.34,5.49E-06
505.35,5.74E-06
505.36,6.01E-06
505.37,6.30E-06
505.38,6.59E-06
505.39,6.91E-06
505.4,7.24E-06
505.41,7.59E-06
505.42,7.96E-06
505.43,8.35E-06
505.44,8.76E-06
505.45,9.20E-06
505.46,9.66E-06
505.47,1.01E-05
505.48,1.07E-05
505.49,1.12E-05
505.5,1.18E-05
505.51,1.24E-05
505.52,1.30E-05
505.53,1.37E-05
505.54,1.44E-05
505.55,1.52E-05
505.56,1.60E-05
505.57,1.68E-05
505.58,1.78E-05
505.59,1.87E-05
505.6,1.97E-05
505.61,2.08E-05
505.62,2.20E-05
505.63,2.32E-05
505.64,2.45E-05
505.65,2.59E-05
505.66,2.74E-05
505.67,2.90E-05
505.68,3.06E-05
505.69,3.24E-05
505.7,3.43E-05
505.71,3.64E-05
505.72,3.85E-05
505.73,4.08E-05
505.74,4.33E-05
505.75,4.59E-05
505.76,4.88E-05
505.77,5.18E-05
505.78,5.50E-05
505.79,5.85E-05
505.8,6.22E-05
505.81,6.62E-05
505.82,7.04E-05
505.83,7.50E-05
505.84,7.99E-05
505.85,8.52E-05
505.86,9.08E-05
505.87,9.69E-05
505.88,1.03E-04
505.89,1.11E-04
505.9,1.18E-04
505.91,1.26E-04
505.92,1.35E-04
505.93,1.45E-04
505.94,1.55E-04
505.95,1.66E-04
505.96,1.78E-04
505.97,1.91E-04
505.98,2.06E-04
505.99,2.21E-04
506,2.37E-04
506.01,2.56E-04
506.02,2.75E-04
506.03,2.96E-04
506.04,3.20E-04
506.05,3.45E-04
506.06,3.72E-04
506.07,4.02E-04
506.08,4.35E-04
506.09,4.71E-04
506.1,5.10E-04
506.11,5.53E-04
506.12,6.00E-04
506.13,6.52E-04
506.14,7.08E-04
506.15,7.70E-04
506.16,8.38E-04
506.17,9.13E-04
506.18,9.96E-04
506.19,1.09E-03
506.2,1.19E-03
506.21,1.30E-03
506.22,1.42E-03
506.23,1.56E-03
506.24,1.71E-03
506.25,1.88E-03
506.26,2.07E-03
506.27,2.28E-03
506.28,2.51E-03
506.29,2.77E-03
506.3,3.06E-03
506.31,3.38E-03
506.32,3.74E-03
506.33,4.15E-03
506.34,4.61E-03
506.35,5.13E-03
506.36,5.71E-03
506.37,6.36E-03
506.38,7.11E-03
506.39,7.95E-03
506.4,8.90E-03
506.41,9.98E-03
506.42,1.12E-02
506.43,1.26E-02
506.44,1.42E-02
506.45,1.61E-02
506.46,1.81E-02
506.47,2.06E-02
506.48,2.33E-02
506.49,2.65E-02
506.5,3.02E-02
506.51,3.44E-02
506.52,3.93E-02
506.53,4.49E-02
506.54,5.15E-02
506.55,5.91E-02
506.56,6.79E-02
506.57,7.81E-02
506.58,8.99E-02
506.59,1.04E-01
506.6,1.19E-01
506.61,1.38E-01
506.62,1.59E-01
506.63,1.83E-01
506.64,2.10E-01
506.65,2.41E-01
506.66,2.76E-01
506.67,3.15E-01
506.68,3.57E-01
506.69,4.03E-01
506.7,4.51E-01
506.71,5.02E-01
506.72,5.54E-01
506.73,6.06E-01
506.74,6.57E-01
506.75,7.06E-01
506.76,7.51E-01
506.77,7.93E-01
506.78,8.29E-01
506.79,8.61E-01
506.8,8.88E-01
506.81,9.11E-01
506.82,9.29E-01
506.83,9.44E-01
506.84,9.56E-01
506.85,9.65E-01
506.86,9.72E-01
506.87,9.77E-01
506.88,9.81E-01
506.89,9.84E-01
506.9,9.86E-01
506.91,9.87E-01
506.92,9.88E-01
506.93,9.89E-01
506.94,9.89E-01
506.95,9.90E-01
506.96,9.90E-01
506.97,9.90E-01
506.98,9.90E-01
506.99,9.90E-01
507,9.90E-01
507.01,9.91E-01
507.02,9.91E-01
507.03,9.91E-01
507.04,9.91E-01
507.05,9.91E-01
507.06,9.91E-01
507.07,9.91E-01
507.08,9.91E-01
507.09,9.91E-01
507.1,9.92E-01
507.11,9.92E-01
507.12,9.92E-01
507.13,9.92E-01
507.14,9.92E-01
507.15,9.92E-01
507.16,9.92E-01
507.17,9.92E-01
507.18,9.91E-01
507.19,9.91E-01
507.2,9.91E-01
507.21,9.91E-01
507.22,9.91E-01
507.23,9.91E-01
507.24,9.91E-01
507.25,9.91E-01
507.26,9.91E-01
507.27,9.90E-01
507.28,9.90E-01
507.29,9.90E-01
507.3,9.90E-01
507.31,9.89E-01
507.32,9.89E-01
507.33,9.87E-01
507.34,9.85E-01
507.35,9.83E-01
507.36,9.78E-01
507.37,9.73E-01
507.38,9.65E-01
507.39,9.55E-01
507.4,9.41E-01
507.41,9.24E-01
507.42,9.02E-01
507.43,8.75E-01
507.44,8.43E-01
507.45,8.06E-01
507.46,7.64E-01
507.47,7.17E-01
507.48,6.67E-01
507.49,6.14E-01
507.5,5.60E-01
507.51,5.06E-01
507.52,4.54E-01
507.53,4.03E-01
507.54,3.56E-01
507.55,3.13E-01
507.56,2.74E-01
507.57,2.38E-01
507.58,2.07E-01
507.59,1.80E-01
507.6,1.56E-01
507.61,1.35E-01
507.62,1.17E-01
507.63,1.01E-01
507.64,8.76E-02
507.65,7.60E-02
507.66,6.60E-02
507.67,5.74E-02
507.68,5.00E-02
507.69,4.37E-02
507.7,3.82E-02
507.71,3.34E-02
507.72,2.93E-02
507.73,2.58E-02
507.74,2.27E-02
507.75,2.00E-02
507.76,1.77E-02
507.77,1.56E-02
507.78,1.38E-02
507.79,1.23E-02
507.8,1.09E-02
507.81,9.74E-03
507.82,8.69E-03
507.83,7.77E-03
507.84,6.95E-03
507.85,6.23E-03
507.86,5.59E-03
507.87,5.03E-03
507.88,4.53E-03
507.89,4.08E-03
507.9,3.68E-03
507.91,3.33E-03
507.92,3.01E-03
507.93,2.73E-03
507.94,2.48E-03
507.95,2.25E-03
507.96,2.05E-03
507.97,1.86E-03
507.98,1.70E-03
507.99,1.55E-03
508,1.41E-03
508.01,1.29E-03
508.02,1.18E-03
508.03,1.08E-03
508.04,9.94E-04
508.05,9.13E-04
508.06,8.38E-04
508.07,7.71E-04
508.08,7.10E-04
508.09,6.54E-04
508.1,6.03E-04
508.11,5.56E-04
508.12,5.13E-04
508.13,4.75E-04
508.14,4.39E-04
508.15,4.06E-04
508.16,3.76E-04
508.17,3.49E-04
508.18,3.24E-04
508.19,3.01E-04
508.2,2.79E-04
508.21,2.60E-04
508.22,2.41E-04
508.23,2.25E-04
508.24,2.09E-04
508.25,1.95E-04
508.26,1.82E-04
508.27,1.70E-04
508.28,1.59E-04
508.29,1.48E-04
508.3,1.39E-04
508.31,1.30E-04
508.32,1.21E-04
508.33,1.14E-04
508.34,1.07E-04
508.35,9.99E-05
508.36,9.37E-05
508.37,8.79E-05
508.38,8.26E-05
508.39,7.76E-05
508.4,7.29E-05
508.41,6.86E-05
508.42,6.45E-05
508.43,6.07E-05
508.44,5.72E-05
508.45,5.39E-05
508.46,5.08E-05
508.47,4.79E-05
508.48,4.52E-05
508.49,4.26E-05
508.5,4.03E-05
508.51,3.80E-05
508.52,3.59E-05
508.53,3.40E-05
508.54,3.21E-05
508.55,3.04E-05
508.56,2.88E-05
508.57,2.73E-05
508.58,2.58E-05
508.59,2.45E-05
508.6,2.32E-05
508.61,2.20E-05
508.62,2.09E-05
508.63,1.98E-05
508.64,1.88E-05
508.65,1.79E-05
508.66,1.70E-05
508.67,1.61E-05
508.68,1.53E-05
508.69,1.46E-05
508.7,1.39E-05
508.71,1.32E-05
508.72,1.26E-05
508.73,1.20E-05
508.74,1.14E-05
508.75,1.08E-05
508.76,1.03E-05
508.77,9.85E-06
508.78,9.40E-06
508.79,8.96E-06
508.8,8.55E-06
508.81,8.16E-06
508.82,7.79E-06
508.83,7.44E-06
508.84,7.11E-06
508.85,6.79E-06
508.86,6.49E-06
508.87,6.20E-06
508.88,5.93E-06
508.89,5.67E-06
508.9,5.43E-06
508.91,5.19E-06
508.92,4.97E-06
508.93,4.76E-06
508.94,4.56E-06
508.95,4.37E-06
508.96,4.18E-06
508.97,4.01E-06
508.98,3.84E-06
508.99,3.68E-06
509,3.53E-06
509.01,3.39E-06
509.02,3.25E-06
509.03,3.12E-06
509.04,2.99E-06
509.05,2.88E-06
509.06,2.76E-06
509.07,2.65E-06
509.08,2.55E-06
509.09,2.45E-06
509.1,2.35E-06
509.11,2.26E-06
509.12,2.17E-06
509.13,2.09E-06
509.14,2.01E-06
509.15,1.93E-06
509.16,1.86E-06
509.17,1.79E-06
509.18,1.72E-06
509.19,1.66E-06
509.2,1.60E-06
509.21,1.54E-06
509.22,1.48E-06
509.23,1.43E-06
509.24,1.38E-06
509.25,1.33E-06
509.26,1.28E-06
509.27,1.23E-06
509.28,1.19E-06
509.29,1.15E-06
509.3,1.11E-06
509.31,1.07E-06
509.32,1.03E-06
509.33,9.94E-07
509.34,9.60E-07
509.35,9.27E-07
509.36,8.95E-07
509.37,8.64E-07
509.38,8.35E-07
509.39,8.06E-07
509.4,7.79E-07
509.41,7.53E-07
509.42,7.28E-07
509.43,7.03E-07
509.44,6.80E-07
509.45,6.58E-07
509.46,6.36E-07
509.47,6.15E-07
509.48,5.95E-07
509.49,5.76E-07
509.5,5.57E-07
509.51,5.39E-07
509.52,5.22E-07
509.53,5.05E-07
509.54,4.89E-07
509.55,4.74E-07
509.56,4.59E-07
509.57,4.44E-07
509.58,4.30E-07
509.59,4.17E-07
509.6,4.04E-07
509.61,3.92E-07
509.62,3.79E-07
509.63,3.68E-07
509.64,3.57E-07
509.65,3.46E-07
509.66,3.35E-07
509.67,3.25E-07
509.68,3.15E-07
509.69,3.06E-07
509.7,2.97E-07
509.71,2.88E-07
509.72,2.80E-07
509.73,2.71E-07
509.74,2.63E-07
509.75,2.56E-07
509.76,2.48E-07
509.77,2.41E-07
509.78,2.34E-07
509.79,2.27E-07
509.8,2.21E-07
509.81,2.14E-07
509.82,2.08E-07
509.83,2.02E-07
509.84,1.97E-07
509.85,1.91E-07
509.86,1.86E-07
509.87,1.81E-07
509.88,1.76E-07
509.89,1.71E-07
509.9,1.66E-07
509.91,1.61E-07
509.92,1.57E-07
509.93,1.53E-07
509.94,1.49E-07
509.95,1.45E-07
509.96,1.41E-07
509.97,1.37E-07
509.98,1.33E-07
509.99,1.30E-07
510,1.26E-07
510.01,1.23E-07
510.02,1.20E-07
510.03,1.16E-07
510.04,1.13E-07
510.05,1.10E-07
510.06,1.08E-07
510.07,1.05E-07
510.08,1.02E-07
510.09,9.94E-08
510.1,9.68E-08
510.11,9.43E-08
510.12,9.19E-08
510.13,8.96E-08
510.14,8.73E-08
510.15,8.51E-08
510.16,8.30E-08
510.17,8.09E-08
510.18,7.88E-08
510.19,7.69E-08
510.2,7.50E-08
510.21,7.31E-08
510.22,7.13E-08
510.23,6.95E-08
510.24,6.78E-08
510.25,6.62E-08
510.26,6.46E-08
510.27,6.30E-08
510.28,6.15E-08
510.29,6.00E-08
510.3,5.85E-08
510.31,5.71E-08
510.32,5.58E-08
510.33,5.44E-08
510.34,5.32E-08
510.35,5.19E-08
510.36,5.07E-08
510.37,4.95E-08
510.38,4.83E-08
510.39,4.72E-08
510.4,4.61E-08
510.41,4.50E-08
510.42,4.40E-08
510.43,4.30E-08
510.44,4.20E-08
510.45,4.10E-08
510.46,4.01E-08
510.47,3.92E-08
510.48,3.83E-08
510.49,3.74E-08
510.5,3.66E-08
510.51,3.57E-08
510.52,3.49E-08
510.53,3.42E-08
510.54,3.34E-08
510.55,3.26E-08
510.56,3.19E-08
510.57,3.12E-08
510.58,3.05E-08
510.59,2.99E-08
510.6,2.92E-08
510.61,2.86E-08
510.62,2.79E-08
510.63,2.73E-08
510.64,2.67E-08
510.65,2.62E-08
510.66,2.56E-08
510.67,2.51E-08
510.68,2.45E-08
510.69,2.40E-08
510.7,2.35E-08
510.71,2.30E-08
510.72,2.25E-08
510.73,2.20E-08
510.74,2.16E-08
510.75,2.11E-08
510.76,2.07E-08
510.77,2.02E-08
510.78,1.98E-08
510.79,1.94E-08
510.8,1.90E-08
510.81,1.86E-08
510.82,1.82E-08
510.83,1.79E-08
510.84,1.75E-08
510.85,1.71E-08
510.86,1.68E-08
510.87,1.65E-08
510.88,1.61E-08
510.89,1.58E-08
510.9,1.55E-08
510.91,1.52E-08
510.92,1.49E-08
510.93,1.46E-08
510.94,1.43E-08
510.95,1.40E-08
510.96,1.37E-08
510.97,1.34E-08
510.98,1.32E-08
510.99,1.29E-08
511,1.27E-08
511.01,1.24E-08
511.02,1.22E-08
511.03,1.19E-08
511.04,1.17E-08
511.05,1.15E-08
511.06,1.13E-08
511.07,1.11E-08
511.08,1.08E-08
511.09,1.06E-08
511.1,1.04E-08
511.11,1.02E-08
511.12,1.00E-08
511.13,9.85E-09
511.14,9.67E-09
511.15,9.49E-09
511.16,9.31E-09
511.17,9.13E-09
511.18,8.96E-09
511.19,8.80E-09
511.2,8.63E-09
511.21,8.47E-09
511.22,8.32E-09
511.23,8.17E-09
511.24,8.02E-09
511.25,7.87E-09
511.26,7.73E-09
511.27,7.59E-09
511.28,7.45E-09
511.29,7.31E-09
511.3,7.18E-09
511.31,7.05E-09
511.32,6.92E-09
511.33,6.80E-09
511.34,6.68E-09
511.35,6.56E-09
511.36,6.44E-09
511.37,6.33E-09
511.38,6.22E-09
511.39,6.11E-09
511.4,6.00E-09
511.41,5.89E-09
511.42,5.79E-09
511.43,5.69E-09
511.44,5.59E-09
511.45,5.49E-09
511.46,5.40E-09
511.47,5.30E-09
511.48,5.21E-09
511.49,5.12E-09
511.5,5.04E-09
511.51,4.95E-09
511.52,4.86E-09
511.53,4.78E-09
511.54,4.70E-09
511.55,4.62E-09
511.56,4.54E-09
511.57,4.47E-09
511.58,4.39E-09
511.59,4.32E-09
511.6,4.24E-09
511.61,4.17E-09
511.62,4.10E-09
511.63,4.04E-09
511.64,3.97E-09
511.65,3.90E-09
511.66,3.84E-09
511.67,3.77E-09
511.68,3.71E-09
511.69,3.65E-09
511.7,3.59E-09
511.71,3.53E-09
511.72,3.48E-09
511.73,3.42E-09
511.74,3.36E-09
511.75,3.31E-09
511.76,3.26E-09
511.77,3.20E-09
511.78,3.15E-09
511.79,3.10E-09
511.8,3.05E-09
511.81,3.00E-09
511.82,2.96E-09
511.83,2.91E-09
511.84,2.86E-09
511.85,2.82E-09
511.86,2.77E-09
511.87,2.73E-09
511.88,2.69E-09
511.89,2.64E-09
511.9,2.60E-09
511.91,2.56E-09
511.92,2.52E-09
511.93,2.48E-09
511.94,2.44E-09
511.95,2.41E-09
511.96,2.37E-09
511.97,2.33E-09
511.98,2.30E-09
511.99,2.26E-09
512,2.23E-09
512.01,2.19E-09
512.02,2.16E-09
512.03,2.13E-09
512.04,2.10E-09
512.05,2.06E-09
512.06,2.03E-09
512.07,2.00E-09
512.08,1.97E-09
512.09,1.94E-09
512.1,1.91E-09
512.11,1.89E-09
512.12,1.86E-09
512.13,1.83E-09
512.14,1.80E-09
512.15,1.78E-09
512.16,1.75E-09
512.17,1.72E-09
512.18,1.70E-09
512.19,1.67E-09
512.2,1.65E-09
512.21,1.63E-09
512.22,1.60E-09
512.23,1.58E-09
512.24,1.56E-09
512.25,1.53E-09
512.26,1.51E-09
512.27,1.49E-09
512.28,1.47E-09
512.29,1.45E-09
512.3,1.43E-09
512.31,1.41E-09
